Customer ID,Product Bug Task Count
CUS-314750,132
CUS-205900,178
CUS-1513450,135
CUS-330400,105
CUS-160150,191
CUS-166200,147
CUS-1467650,178
CUS-1030400,157
CUS-1357850,191
CUS-556900,193
CUS-1393900,180
CUS-1002400,159
CUS-165750,112
CUS-160550,168
CUS-1464100,154
CUS-1501250,93
CUS-1486050,164
CUS-621600,69
CUS-1457250,81
CUS-162100,61
CUS-1461550,151
CUS-578400,157
CUS-1442450,5
CUS-362300,122
CUS-159850,109
CUS-166050,173
CUS-1455200,157
CUS-1490400,196
CUS-807100,62
CUS-439300,154
CUS-1091300,187
CUS-158600,191
CUS-1490400,98
CUS-1492800,194
CUS-1460700,164
CUS-1393900,160
CUS-1441000,148
CUS-530100,188
CUS-775950,155
CUS-845700,159
CUS-166450,107
CUS-565500,143
CUS-340450,178
CUS-563450,164
CUS-1476150,97
CUS-1478200,153
CUS-1513300,187
CUS-1489100,161
CUS-155350,152
CUS-783450,139
CUS-927700,191
CUS-1461950,157
CUS-1450750,157
CUS-1531150,161
CUS-1502900,141
CUS-828400,184
CUS-244800,157
CUS-1455050,192
CUS-1526100,142
CUS-1445750,97
CUS-796050,184
CUS-159850,192
CUS-158600,154
CUS-1483450,165
CUS-1466200,180
CUS-414650,131
CUS-590150,173
CUS-1492800,175
CUS-1507300,102
CUS-1444400,154
CUS-557000,192
CUS-807100,192
CUS-714500,188
CUS-1482400,179
CUS-150500,94
CUS-1030400,158
CUS-1503000,39
CUS-1469800,190
CUS-1459100,157
CUS-1481950,125
CUS-1501200,78
CUS-303900,184
CUS-1149100,128
CUS-1429300,129
CUS-1489250,193
CUS-631850,113
CUS-1476600,143
CUS-608250,160
CUS-763850,174
CUS-156650,143
CUS-556900,147
CUS-165750,152
CUS-618050,38
CUS-1455650,88
CUS-627000,68
CUS-1453900,169
CUS-1531150,145
CUS-1440050,184
CUS-1468700,175
CUS-1442100,121
CUS-1441100,100
CUS-1468200,140
CUS-1468700,179
CUS-237600,199
CUS-1472600,187
CUS-1179100,122
CUS-1469250,171
CUS-1464200,153
CUS-1481950,165
CUS-1444600,173
CUS-701050,181
CUS-701050,195
CUS-1430550,178
CUS-277800,149
CUS-1482250,172
CUS-1501250,191
CUS-303900,178
CUS-159200,72
CUS-1478500,166
CUS-1467650,127
CUS-796050,160
CUS-1489750,142
CUS-1006000,133
CUS-561550,109
CUS-606900,158
CUS-1489250,130
CUS-303900,175
CUS-796400,100
CUS-1553850,137
CUS-1450100,137
CUS-157700,154
CUS-252250,101
CUS-1494150,94
CUS-589150,95
CUS-1435350,186
CUS-701050,148
CUS-907950,97
CUS-1285150,156
CUS-606900,140
CUS-1557750,72
CUS-1513450,118
CUS-1458100,103
CUS-1476150,192
CUS-1103750,145
CUS-159850,192
CUS-1437150,108
CUS-166050,133
CUS-1477300,117
CUS-1465950,164
CUS-182200,111
CUS-1473900,146
CUS-1450750,134
CUS-1502750,135
CUS-387600,174
CUS-1393900,160
CUS-775950,183
CUS-1455200,150
CUS-768850,156
CUS-1468650,190
CUS-993250,161
CUS-1486150,149
CUS-701050,35
CUS-161650,180
CUS-1485050,78
CUS-1373400,160
CUS-606900,149
CUS-1455300,87
CUS-1518200,123
CUS-1464100,127
CUS-434600,74
CUS-1301500,169
CUS-845700,102
CUS-1429300,178
CUS-340450,149
CUS-1472300,170
CUS-305050,170
CUS-949800,155
CUS-1499650,150
CUS-1485400,173
CUS-1453900,171
CUS-590150,193
CUS-156650,166
CUS-157450,199
CUS-618050,85
CUS-621600,107
CUS-591000,128
CUS-1499950,165
CUS-1511600,182
CUS-1460750,122
CUS-164850,162
CUS-1451500,149
CUS-158200,121
CUS-1454750,145
CUS-1460300,158
CUS-271550,150
CUS-272600,145
CUS-1486050,125
CUS-246300,103
CUS-879300,108
CUS-1242200,146
CUS-1459100,166
CUS-1091300,174
CUS-1206050,183
CUS-1518200,123
CUS-1019500,183
CUS-661350,118
CUS-203250,64
CUS-783250,152
CUS-1450750,144
CUS-1130700,105
CUS-1453250,102
CUS-271550,185
CUS-530100,101
CUS-1511250,101
CUS-1384400,183
CUS-230450,137
CUS-1450850,93
CUS-1468500,188
CUS-1455300,187
CUS-158600,189
CUS-1511250,143
CUS-1460700,178
CUS-1509900,111
CUS-1473000,73
CUS-510050,191
CUS-1468800,142
CUS-262450,168
CUS-1453650,72
CUS-158200,130
CUS-303900,165
CUS-158700,126
CUS-1444600,197
CUS-1478200,123
CUS-1483050,160
CUS-257050,154
CUS-1490450,173
CUS-1499650,122
CUS-1500700,121
CUS-1481950,103
CUS-1456200,188
CUS-1454050,117
CUS-1437100,84
CUS-1097250,193
CUS-1473900,142
CUS-414650,157
CUS-1473000,94
CUS-1446900,144
CUS-618050,55
CUS-1437100,187
CUS-1495450,179
CUS-768850,122
CUS-158250,130
CUS-617450,85
CUS-1393900,193
CUS-1476650,184
CUS-1467200,184
CUS-1194100,107
CUS-775950,152
CUS-1434900,178
CUS-1468650,183
CUS-1484600,184
CUS-1468300,145
CUS-1446900,186
CUS-1503350,43
CUS-1459100,144
CUS-1467750,149
CUS-1337250,171
CUS-166150,117
CUS-1461150,156
CUS-1467750,18
CUS-155950,119
CUS-1450500,118
CUS-661350,171
CUS-1030400,179
CUS-169100,158
CUS-1468500,196
CUS-1301500,153
CUS-172100,122
CUS-1455200,140
CUS-401300,149
CUS-1457950,108
CUS-983600,165
CUS-960300,148
CUS-1467750,145
CUS-1465950,110
CUS-183300,73
CUS-1503100,151
CUS-1446500,173
CUS-1511400,125
CUS-1455100,143
CUS-1482250,121
CUS-372100,117
CUS-205900,88
CUS-1205200,177
CUS-173800,99
CUS-1446900,117
CUS-1506300,169
CUS-1451200,183
CUS-1466200,160
CUS-1465950,156
CUS-1149100,105
CUS-1485050,179
CUS-515050,200
CUS-243550,185
CUS-349000,193
CUS-726400,61
CUS-1486150,127
CUS-305050,66
CUS-241400,198
CUS-902900,161
CUS-1357850,193
CUS-1494150,100
CUS-1456200,173
CUS-1501700,169
CUS-1470950,160
CUS-1459400,184
CUS-1484600,81
CUS-160150,74
CUS-1437100,170
CUS-1485100,171
CUS-1486150,63
CUS-1470750,69
CUS-1455100,100
CUS-1455100,158
CUS-1461250,141
CUS-159200,181
CUS-1500800,126
CUS-1496900,189
CUS-1447200,142
CUS-1497600,190
CUS-1437350,114
CUS-1500900,135
CUS-155800,129
CUS-152900,60
CUS-1458500,163
CUS-1500700,134
CUS-1160900,199
CUS-1457100,72
CUS-241400,166
CUS-159200,174
CUS-1446600,174
CUS-1285150,167
CUS-1472500,177
CUS-1436600,132
CUS-1430550,122
CUS-1443100,200
CUS-424400,124
CUS-277800,106
CUS-248500,113
CUS-983600,135
CUS-1103750,186
CUS-1507950,138
CUS-230450,159
CUS-1526200,177
CUS-1497650,69
CUS-1457950,125
CUS-1301500,183
CUS-1514050,168
CUS-1492950,197
CUS-561550,160
CUS-1471600,9
CUS-1500450,200
CUS-1497650,185
CUS-1526100,105
CUS-1484950,117
CUS-1500800,109
CUS-785300,168
CUS-927800,153
CUS-1499000,107
CUS-1447650,159
CUS-1337250,159
CUS-1435500,113
CUS-617450,61
CUS-316250,143
CUS-1487950,60
CUS-1434650,107
CUS-1478100,200
CUS-993250,80
CUS-590150,156
CUS-1462000,163
CUS-1469250,144
CUS-1502750,77
CUS-1458100,120
CUS-783450,42
CUS-1442350,157
CUS-1103750,111
CUS-205900,172
CUS-1499600,187
CUS-1384400,69
CUS-1487050,75
CUS-1526150,150
CUS-1455200,161
CUS-1509750,62
CUS-1442050,85
CUS-1290050,162
CUS-957900,141
CUS-1262600,175
CUS-1489100,190
CUS-1444950,121
CUS-1501100,106
CUS-1463400,152
CUS-470750,151
CUS-920750,164
CUS-153750,119
CUS-1446950,168
CUS-732750,66
CUS-499900,133
CUS-222250,137
CUS-157750,150
CUS-739100,104
CUS-156650,181
CUS-1443100,173
CUS-155350,99
CUS-1455200,188
CUS-1476150,184
CUS-1455650,76
CUS-950450,145
CUS-1450500,143
CUS-1489100,104
CUS-1516600,183
CUS-957900,165
CUS-1493050,188
CUS-1521250,112
CUS-1499000,174
CUS-1482250,175
CUS-1478350,166
CUS-1486050,178
CUS-1460600,187
CUS-1393800,130
CUS-157700,150
CUS-1242200,113
CUS-1461000,174
CUS-331650,61
CUS-1486150,92
CUS-1469250,187
CUS-153750,190
CUS-1467200,166
CUS-164850,154
CUS-1450450,126
CUS-1475750,175
CUS-1434900,174
CUS-1444600,122
CUS-1499000,166
CUS-1464200,113
CUS-203250,84
CUS-556900,188
CUS-230450,162
CUS-1468750,175
CUS-155800,111
CUS-151150,179
CUS-1451200,78
CUS-1430550,64
CUS-1482700,155
CUS-1497450,128
CUS-1514800,163
CUS-1450750,115
CUS-167000,145
CUS-1483050,183
CUS-271550,150
CUS-1485150,120
CUS-692150,102
CUS-1463000,124
CUS-621600,61
CUS-621600,48
CUS-1458500,164
CUS-182200,131
CUS-1477300,151
CUS-1478350,178
CUS-1499650,183
CUS-1450750,165
CUS-1477650,100
CUS-1476750,120
CUS-244800,192
CUS-701050,175
CUS-1446600,179
CUS-661350,118
CUS-1485050,151
CUS-1430550,121
CUS-277800,129
CUS-590150,165
CUS-182200,104
CUS-845700,178
CUS-398000,144
CUS-1480750,174
CUS-1475750,61
CUS-329000,177
CUS-1468200,105
CUS-1461000,49
CUS-960300,103
CUS-1384400,176
CUS-271550,176
CUS-1481750,154
CUS-1438700,65
CUS-1502900,167
CUS-1501150,176
CUS-1500800,200
CUS-1454600,63
CUS-499900,144
CUS-714600,176
CUS-1455050,188
CUS-160150,177
CUS-1472200,150
CUS-1500900,177
CUS-1440050,167
CUS-950450,187
CUS-726750,156
CUS-1444350,189
CUS-547850,109
CUS-1501200,155
CUS-505000,170
CUS-724550,132
CUS-591000,145
CUS-1464100,155
CUS-166300,150
CUS-1454650,180
CUS-879300,179
CUS-912150,81
CUS-552650,106
CUS-1476750,71
CUS-1102150,164
CUS-1503000,157
CUS-732750,109
CUS-1479000,168
CUS-1290050,182
CUS-414650,181
CUS-160000,105
CUS-1485100,110
CUS-1451700,182
CUS-1086200,96
CUS-151150,188
CUS-156700,77
CUS-434600,179
CUS-1030400,166
CUS-316250,100
CUS-1521150,61
CUS-189700,124
CUS-470750,168
CUS-1500800,151
CUS-329450,100
CUS-1393800,10
CUS-362300,190
CUS-1500700,159
CUS-1429300,159
CUS-1468500,151
CUS-1459500,170
CUS-1507850,138
CUS-660400,155
CUS-1489100,165
CUS-651350,124
CUS-1482550,92
CUS-1462300,152
CUS-1442350,119
CUS-1460750,120
CUS-1510400,144
CUS-768850,141
CUS-563450,165
CUS-1483000,156
CUS-1520700,90
CUS-1497300,157
CUS-1194100,117
CUS-606900,184
CUS-578400,150
CUS-950450,105
CUS-155350,118
CUS-289850,137
CUS-414650,191
CUS-1447200,137
CUS-1526200,182
CUS-672900,96
CUS-424400,190
CUS-160000,180
CUS-833950,73
CUS-166250,126
CUS-1495750,151
CUS-1454750,115
CUS-150500,87
CUS-1453650,74
CUS-1499500,118
CUS-166250,181
CUS-1516700,112
CUS-155950,137
CUS-1455200,161
CUS-833950,117
CUS-160550,126
CUS-372100,114
CUS-166050,124
CUS-166150,149
CUS-1440050,81
CUS-1501200,79
CUS-1489750,114
CUS-796350,173
CUS-1507250,192
CUS-907950,200
CUS-1438700,151
CUS-1459400,129
CUS-1450850,100
CUS-1293150,170
CUS-1446100,197
CUS-1477300,178
CUS-1481950,107
CUS-1458100,173
CUS-156000,149
CUS-1444350,176
CUS-1487750,155
CUS-157450,181
CUS-763850,81
CUS-1490900,73
CUS-1454750,102
CUS-1457950,107
CUS-1470950,191
CUS-505000,173
CUS-1485150,143
CUS-1496700,174
CUS-1485100,88
CUS-1499000,143
CUS-1544850,162
CUS-530450,157
CUS-281300,15
CUS-272600,161
CUS-1497300,101
CUS-1500700,121
CUS-1470950,119
CUS-1252550,60
CUS-1454750,105
CUS-490200,169
CUS-152900,113
CUS-1283250,199
CUS-434600,83
CUS-205900,75
CUS-160500,187
CUS-490200,197
CUS-314750,127
CUS-1357850,180
CUS-1497300,162
CUS-157700,153
CUS-1470950,49
CUS-1449100,149
CUS-1482550,151
CUS-1357850,145
CUS-1472650,107
CUS-1453900,177
CUS-510050,156
CUS-1463600,80
CUS-1451700,176
CUS-157450,151
CUS-150500,82
CUS-1531000,76
CUS-1290050,165
CUS-1436600,133
CUS-1290050,89
CUS-1206000,109
CUS-807100,188
CUS-1444350,79
CUS-1494000,145
CUS-314750,130
CUS-152900,141
CUS-1483050,182
CUS-329000,60
CUS-1129750,67
CUS-156100,61
CUS-927700,150
CUS-1444600,181
CUS-1485600,155
CUS-1430550,133
CUS-1493300,60
CUS-596350,136
CUS-957900,155
CUS-156100,118
CUS-434600,154
CUS-1453500,140
CUS-1478700,60
CUS-208300,181
CUS-1483450,157
CUS-257050,116
CUS-165750,126
CUS-166450,131
CUS-337900,100
CUS-1440050,154
CUS-166450,120
CUS-305050,189
CUS-1453250,140
CUS-230500,197
CUS-1496700,130
CUS-1091300,117
CUS-1459400,134
CUS-155800,139
CUS-160550,180
CUS-329450,131
CUS-424350,165
CUS-1461950,156
CUS-1393900,190
CUS-1438700,175
CUS-1357850,194
CUS-158200,104
CUS-1513900,157
CUS-1019500,120
CUS-1525900,152
CUS-166700,149
CUS-1438550,192
CUS-1102150,172
CUS-1337250,128
CUS-949800,179
CUS-1478050,123
CUS-160150,182
CUS-1479000,169
CUS-651350,111
CUS-252250,48
CUS-1485300,181
CUS-1476150,60
CUS-552650,164
CUS-830700,141
CUS-1082550,156
CUS-1205200,170
CUS-160000,112
CUS-1337250,159
CUS-276400,91
CUS-166050,163
CUS-1485100,194
CUS-763850,146
CUS-1489250,145
CUS-1478100,146
CUS-557000,141
CUS-398000,115
CUS-1459400,170
CUS-289850,140
CUS-1030400,167
CUS-608250,193
CUS-1446900,173
CUS-230500,165
CUS-157450,154
CUS-1471600,189
CUS-305050,196
CUS-322550,190
CUS-828400,197
CUS-1430550,130
CUS-902900,169
CUS-1490450,83
CUS-1450450,164
CUS-1438700,131
CUS-1435400,144
CUS-1495450,80
CUS-1030400,188
CUS-1510400,111
CUS-1461550,153
CUS-162100,160
CUS-1242200,120
CUS-530100,178
CUS-330400,173
CUS-1493850,181
CUS-499900,122
CUS-1502750,161
CUS-1500800,140
CUS-1493850,153
CUS-532950,122
CUS-561550,138
CUS-1440250,165
CUS-1470950,151
CUS-1441100,88
CUS-1476150,162
CUS-701050,199
CUS-1453650,151
CUS-1437050,154
CUS-1403300,150
CUS-378850,123
CUS-1467750,120
CUS-1500000,75
CUS-724550,136
CUS-619650,84
CUS-1455200,110
CUS-1082550,65
CUS-1486050,195
CUS-248500,142
CUS-1453800,146
CUS-1507850,150
CUS-547450,151
CUS-510050,200
CUS-316250,100
CUS-578400,104
CUS-1444950,190
CUS-1477650,107
CUS-331650,89
CUS-1455100,105
CUS-1492800,199
CUS-1454150,154
CUS-830700,122
CUS-156650,106
CUS-1463600,174
CUS-164850,161
CUS-1461550,182
CUS-1068750,186
CUS-1486150,72
CUS-499900,140
CUS-1510400,132
CUS-160000,175
CUS-157700,153
CUS-983600,175
CUS-230500,156
CUS-1194100,105
CUS-1513800,112
CUS-1493850,150
CUS-621600,100
CUS-1510500,117
CUS-651350,137
CUS-1430550,196
CUS-289850,111
CUS-1165050,133
CUS-578400,167
CUS-1451200,187
CUS-1486150,184
CUS-879300,174
CUS-424400,176
CUS-208300,151
CUS-1453900,100
CUS-1457050,159
CUS-1494000,153
CUS-185300,172
CUS-424300,193
CUS-372100,170
CUS-166450,150
CUS-434600,123
CUS-1466200,158
CUS-1489750,153
CUS-552650,161
CUS-1470050,193
CUS-1478900,75
CUS-1450450,142
CUS-337900,80
CUS-172100,104
CUS-1453800,164
CUS-316250,146
CUS-183300,196
CUS-1454150,168
CUS-1461950,133
CUS-1455300,198
CUS-164850,173
CUS-1468500,169
CUS-1484500,96
CUS-907950,89
CUS-1525250,32
CUS-1434650,172
CUS-1456750,117
CUS-1496700,169
CUS-1503300,152
CUS-314750,182
CUS-1502200,192
CUS-1484000,121
CUS-1242200,189
CUS-169100,98
CUS-1489750,186
CUS-1455300,195
CUS-1513100,73
CUS-203250,87
CUS-590150,198
CUS-262450,177
CUS-701050,155
CUS-1286600,156
CUS-1458100,187
CUS-1480750,109
CUS-1454750,113
CUS-1462000,197
CUS-571300,105
CUS-340450,110
CUS-1473900,198
CUS-1514050,145
CUS-558150,117
CUS-1460700,162
CUS-1206000,115
CUS-1483000,182
CUS-150500,176
CUS-158700,102
CUS-1557750,54
CUS-337900,157
CUS-257050,148
CUS-1205200,164
CUS-1501100,160
CUS-763850,99
CUS-439300,72
CUS-1443200,153
CUS-316250,145
CUS-1461950,135
CUS-372100,194
CUS-1414950,116
CUS-1451200,168
CUS-185300,194
CUS-1446600,168
CUS-530100,162
CUS-1460700,74
CUS-812200,184
CUS-1477650,85
CUS-763850,66
CUS-902900,176
CUS-608250,185
CUS-1456450,182
CUS-1492950,178
CUS-1429300,167
CUS-1517700,177
CUS-726400,190
CUS-164850,168
CUS-1494150,161
CUS-166300,134
CUS-558150,141
CUS-1453250,160
CUS-329450,152
CUS-166250,156
CUS-1091300,198
CUS-1456450,105
CUS-153750,141
CUS-172100,111
CUS-712600,153
CUS-153750,194
CUS-155350,153
CUS-1337250,200
CUS-1460300,143
CUS-1483050,124
CUS-1453900,170
CUS-1453800,153
CUS-1493050,131
CUS-692150,118
CUS-158700,115
CUS-1500500,157
CUS-1500900,142
CUS-1499000,114
CUS-1457250,174
CUS-1446600,189
CUS-1442150,114
CUS-1489100,176
CUS-1242200,138
CUS-1235500,131
CUS-724550,139
CUS-1500000,67
CUS-1468800,135
CUS-957900,199
CUS-1459100,184
CUS-1502950,163
CUS-1466200,171
CUS-1444950,187
CUS-1444950,129
CUS-902900,145
CUS-1337250,196
CUS-1481050,97
CUS-1476900,136
CUS-1454150,176
CUS-1492800,48
CUS-417150,150
CUS-1454650,153
