Customer ID,MRR
CUS-1607700,"$2,898"
CUS-1607800,"$2,973"
CUS-338700,$595
CUS-346400,$588
CUS-421850,$588
CUS-513950,$588
CUS-514050,$196
CUS-514100,$196
CUS-552600,"$4,000"
CUS-626250,"$7,741"
CUS-5600750,"$5,095"
CUS-5603850,$581
CUS-5603900,$426
CUS-5603950,$337
CUS-5604000,$157
CUS-5604350,"$2,848"
CUS-1091150,"$4,737"
CUS-1129750,"$2,557"
CUS-1162550,"$5,789"
CUS-1352250,"$2,557"
CUS-1352350,"$2,557"
CUS-1352400,"$2,557"
CUS-1352450,"$2,557"
CUS-1437300,"$6,253"
CUS-1438550,"$6,445"
CUS-1442600,"$6,444"
CUS-1445750,"$6,026"
CUS-1461150,"$1,822"
CUS-1461450,"$9,163"
CUS-1468700,"$4,556"
CUS-1470750,"$7,603"
CUS-1475750,"$1,579"
CUS-1477500,$241
CUS-1477550,$241
CUS-1477750,$241
CUS-1477850,$241
CUS-1478500,"$7,734"
CUS-1478550,"$3,289"
CUS-1483450,"$9,244"
CUS-1483600,"$1,639"
CUS-1495850,"$7,431"
CUS-1495900,"$8,140"
CUS-1508100,"$4,255"
CUS-1509500,"$4,211"
CUS-1512050,$526
CUS-1514550,"$9,943"
CUS-1521400,"$2,623"
CUS-1521500,"$3,937"
CUS-1527250,"$6,439"
CUS-1538950,"$6,405"
CUS-1558000,"$7,752"
CUS-1586950,"$8,011"
CUS-1587350,"$4,300"
CUS-1595750,"$4,424"
CUS-1600650,"$3,188"
CUS-1607100,"$6,820"
CUS-1442350,$350
CUS-1444600,"$2,214"
CUS-1481750,"$1,490"
CUS-590150,"$4,672"
CUS-774850,"$8,728"
CUS-775950,"$2,884"
CUS-777900,"$1,739"
CUS-783250,"$8,353"
CUS-785300,"$1,078"
CUS-806850,"$1,921"
CUS-807100,"$1,563"
CUS-908900,"$3,923"
CUS-908950,"$2,774"
CUS-1002400,"$6,716"
CUS-1091250,"$3,459"
CUS-1091300,"$3,459"
CUS-1267350,"$1,607"
CUS-1293150,"$3,314"
CUS-266200,"$1,363"
CUS-268550,"$2,965"
CUS-271550,"$2,475"
CUS-1434650,$716
CUS-1447200,"$3,412"
CUS-1447350,"$3,412"
CUS-1447650,"$3,193"
CUS-1451200,"$5,406"
CUS-1455200,"$7,475"
CUS-1457950,"$16,896"
CUS-1462000,"$4,828"
CUS-1478200,"$4,092"
CUS-1485600,"$1,838"
CUS-1485800,"$1,300"
CUS-1488800,$266
CUS-1488850,$411
CUS-1493150,$513
CUS-1496100,$27
CUS-1496150,$27
CUS-1496200,$26
CUS-1496350,$26
CUS-1496400,$661
CUS-1496750,$466
CUS-1501300,"$1,208"
CUS-1509900,"$3,000"
CUS-1528100,"$22,589"
CUS-1552950,"$3,459"
CUS-1553000,"$3,459"
CUS-1553050,"$4,537"
CUS-1553100,"$3,459"
CUS-291650,"$3,211"
CUS-1569700,"$1,071"
CUS-1569750,"$1,071"
CUS-1578450,"$2,851"
CUS-1600450,"$2,851"
CUS-303900,"$6,127"
CUS-332050,"$5,096"
CUS-169050,$490
CUS-169100,"$12,632"
CUS-349000,"$3,211"
CUS-349050,"$3,211"
CUS-349150,"$3,211"
CUS-152050,"$2,326"
CUS-417150,"$3,923"
CUS-417200,"$3,923"
CUS-424300,"$2,836"
CUS-424350,"$2,836"
CUS-424400,"$2,836"
CUS-424450,"$2,836"
CUS-424550,"$2,836"
CUS-152900,"$5,652"
CUS-547400,"$3,412"
CUS-547450,"$3,412"
CUS-547550,"$3,412"
CUS-563450,"$5,620"
CUS-596350,"$8,989"
CUS-5603050,"$1,250"
CUS-661350,"$15,600"
CUS-726750,"$1,113"
CUS-955850,"$2,091"
CUS-1449000,"$1,017"
CUS-1449050,"$1,017"
CUS-1451300,"$1,017"
CUS-1461950,$364
CUS-1478350,"$3,536"
CUS-1491100,"$4,364"
CUS-1500050,"$1,655"
CUS-1502750,"$5,127"
CUS-1514050,"$7,091"
CUS-1525950,"$1,909"
CUS-515050,"$3,215"
CUS-153750,"$14,352"
CUS-1450850,"$1,854"
CUS-1456200,"$5,450"
CUS-1461000,"$4,000"
CUS-1463000,"$7,191"
CUS-1467200,"$1,520"
CUS-1481950,"$4,900"
CUS-1483050,"$11,684"
CUS-1484950,"$2,500"
CUS-1485050,$400
CUS-1496550,"$1,305"
CUS-1496600,"$2,329"
CUS-1500150,"$2,987"
CUS-1500200,"$1,704"
CUS-1500300,"$1,272"
CUS-1538100,"$9,500"
CUS-1553500,"$2,700"
CUS-1588400,$777
CUS-1598500,$624
CUS-711000,"$4,016"
CUS-792350,"$4,016"
CUS-832650,"$3,733"
CUS-1040600,"$7,846"
CUS-1090300,"$27,822"
CUS-162100,"$4,070"
CUS-1393800,"$6,898"
CUS-1429300,"$1,439"
CUS-1440050,"$5,850"
CUS-1457250,$768
CUS-1459300,"$3,511"
CUS-1460600,"$4,942"
CUS-1472600,"$2,750"
CUS-1476950,$718
CUS-1478050,"$4,921"
CUS-1482250,$750
CUS-1483100,$292
CUS-1486500,$666
CUS-1486550,$666
CUS-1503450,$814
CUS-1513450,"$9,636"
CUS-1520200,"$1,500"
CUS-1531550,"$3,626"
CUS-294600,"$3,140"
CUS-617450,"$3,582"
CUS-828400,"$5,100"
CUS-845700,"$1,145"
CUS-983600,"$7,500"
CUS-993250,"$7,368"
CUS-1047150,"$3,733"
CUS-1149100,"$7,702"
CUS-1441050,"$1,350"
CUS-1441100,"$1,350"
CUS-1442150,"$6,426"
CUS-1453650,"$2,000"
CUS-1454700,"$3,010"
CUS-1458100,"$3,500"
CUS-1470950,"$14,297"
CUS-1482500,"$5,131"
CUS-1482550,"$5,131"
CUS-1488650,"$4,950"
CUS-1489400,"$2,706"
CUS-1497300,"$8,483"
CUS-1497650,"$4,230"
CUS-1516650,"$6,447"
CUS-305050,"$5,282"
CUS-434600,"$8,921"
CUS-530450,"$5,607"
CUS-557000,"$4,862"
CUS-606900,"$9,250"
CUS-608250,"$9,177"
CUS-621600,"$1,240"
CUS-631850,"$3,697"
CUS-5600500,$840
CUS-5603100,$833
CUS-5604950,$325
CUS-5605000,$325
CUS-5605550,"$1,286"
CUS-203250,"$2,086"
CUS-703400,"$1,057"
CUS-703450,$514
CUS-703500,"$1,029"
CUS-208300,$411
CUS-155800,"$2,771"
CUS-155850,$145
CUS-155950,$253
CUS-156000,$383
CUS-156100,"$2,163"
CUS-767350,"$1,200"
CUS-812200,"$1,480"
CUS-156650,$814
CUS-156700,$486
CUS-222250,"$2,055"
CUS-879300,"$1,029"
CUS-157450,$686
CUS-907950,"$1,743"
CUS-157700,"$1,029"
CUS-927700,"$1,271"
CUS-927750,$800
CUS-927800,$43
CUS-157750,$326
CUS-950700,$971
CUS-230450,"$1,451"
CUS-230500,$914
CUS-158250,"$5,606"
CUS-158600,"$2,943"
CUS-158700,"$5,601"
CUS-1032150,$143
CUS-158850,"$6,857"
CUS-241400,"$2,286"
CUS-241450,$543
CUS-159200,"$1,571"
CUS-159300,$360
CUS-246300,$484
CUS-1134350,"$4,172"
CUS-248500,"$1,200"
CUS-159850,"$1,229"
CUS-160000,"$1,371"
CUS-160150,"$16,857"
CUS-252250,$657
CUS-160200,"$2,429"
CUS-160250,"$2,429"
CUS-1189650,"$2,429"
CUS-1194100,"$1,634"
CUS-160500,$514
CUS-1206050,"$1,486"
CUS-160550,"$4,854"
CUS-1235500,$657
CUS-1262600,"$3,086"
CUS-262450,"$1,714"
CUS-1301500,"$1,229"
CUS-1357850,"$1,171"
CUS-277800,$798
CUS-1437350,$857
CUS-1438700,"$5,318"
CUS-1440250,"$4,449"
CUS-1441000,$571
CUS-1441700,"$4,200"
CUS-1442450,$943
CUS-1446450,"$1,143"
CUS-1449100,$217
CUS-1454050,"$2,286"
CUS-1454150,"$2,229"
CUS-1455100,"$8,341"
CUS-1455300,"$1,829"
CUS-1456900,$600
CUS-1459100,"$2,971"
CUS-1459400,$371
CUS-1461200,$98
CUS-1461250,$671
CUS-281300,"$2,257"
CUS-1463600,"$1,000"
CUS-1467750,"$1,014"
CUS-1468200,"$3,200"
CUS-1468300,"$1,571"
CUS-1468550,$145
CUS-1469250,$444
CUS-1470150,$411
CUS-1470900,"$1,431"
CUS-1472200,$700
CUS-1476150,"$1,267"
CUS-1476450,$300
CUS-1476600,$376
CUS-1476750,"$1,457"
CUS-1477650,$829
CUS-1479100,$498
CUS-1480750,"$1,014"
CUS-1481000,$914
CUS-1482650,"$1,914"
CUS-1490450,"$1,549"
CUS-1490500,"$1,686"
CUS-1494100,$629
CUS-1497050,$571
CUS-1498700,"$1,160"
CUS-1499000,"$4,549"
CUS-1499900,$257
CUS-1500400,$180
CUS-1500700,"$3,786"
CUS-1500800,$857
CUS-1501200,$214
CUS-1501250,$571
CUS-1501700,"$1,143"
CUS-1502150,"$1,646"
CUS-1502900,"$2,382"
CUS-1503000,"$2,086"
CUS-1507300,"$1,283"
CUS-1509200,$429
CUS-1509800,$857
CUS-1512550,$414
CUS-1514000,$263
CUS-1514300,$703
CUS-1514950,"$1,963"
CUS-1515050,$145
CUS-1515900,$331
CUS-1516350,$321
CUS-1517350,$686
CUS-1519500,$423
CUS-1520050,"$1,246"
CUS-1520250,$509
CUS-1520350,$857
CUS-1523550,"$15,714"
CUS-1524000,"$1,254"
CUS-1524100,"$8,000"
CUS-1524250,"$2,157"
CUS-1525550,$439
CUS-1528050,$263
CUS-1528550,"$1,782"
CUS-1528600,$889
CUS-1529250,$109
CUS-1530400,"$2,213"
CUS-1530500,"$1,829"
CUS-1530650,"$1,829"
CUS-1531000,"$1,657"
CUS-1531400,$527
CUS-1531800,$198
CUS-1533750,"$6,857"
CUS-1535400,"$1,061"
CUS-1536350,"$1,714"
CUS-1537400,"$1,143"
CUS-1537450,"$2,000"
CUS-1538550,"$1,612"
CUS-1539300,$960
CUS-1539350,$960
CUS-1539500,"$2,639"
CUS-1541700,"$1,786"
CUS-1542300,$286
CUS-1543200,"$2,000"
CUS-1543250,$425
CUS-1543300,"$1,397"
CUS-1546550,"$1,257"
CUS-1551150,"$3,000"
CUS-1552350,"$1,143"
CUS-1552750,$400
CUS-1553650,"$1,429"
CUS-1554250,"$1,600"
CUS-1554300,$571
CUS-1554800,$919
CUS-1554900,$857
CUS-1557850,$871
CUS-1559700,"$2,388"
CUS-1559850,"$1,771"
CUS-1560200,$672
CUS-291050,$114
CUS-1562450,$857
CUS-1564700,$852
CUS-1565050,$80
CUS-1572850,"$1,286"
CUS-1573600,"$1,492"
CUS-1577100,"$2,014"
CUS-1579850,"$2,903"
CUS-1580200,"$1,429"
CUS-1580250,$798
CUS-1586900,$943
CUS-1588950,"$2,244"
CUS-1589200,"$1,200"
CUS-1600300,$829
CUS-1601650,"$1,571"
CUS-304750,"$1,429"
CUS-165750,$480
CUS-166050,$914
CUS-166150,"$1,896"
CUS-166200,"$3,411"
CUS-166250,"$2,000"
CUS-166300,"$2,286"
CUS-314750,$571
CUS-314850,$657
CUS-166450,"$1,029"
CUS-166700,"$2,457"
CUS-166750,$34
CUS-166800,"$9,257"
CUS-167000,"$3,857"
CUS-322550,"$2,286"
CUS-329450,"$2,714"
CUS-330400,$971
CUS-331650,$723
CUS-337900,"$1,257"
CUS-351050,$629
CUS-351350,$343
CUS-355050,"$3,086"
CUS-362300,$429
CUS-370200,$857
CUS-172100,"$11,429"
CUS-372100,"$3,386"
CUS-378850,"$1,231"
CUS-172850,$217
CUS-381600,$143
CUS-387600,"$1,886"
CUS-173800,"$1,100"
CUS-398000,"$5,517"
CUS-401300,$251
CUS-440800,$57
CUS-182200,"$1,477"
CUS-183300,"$1,843"
CUS-490200,"$1,646"
CUS-510050,$740
CUS-531300,"$4,457"
CUS-189700,$394
CUS-561550,"$8,571"
CUS-578400,"$4,000"
CUS-589150,$971
CUS-607700,$666
CUS-615000,$743
CUS-5602400,"$4,630"
CUS-5605850,"$1,400"
CUS-888350,"$1,255"
CUS-920750,"$6,174"
CUS-986100,"$7,363"
CUS-1097250,"$12,338"
CUS-1179100,"$3,630"
CUS-1393900,"$2,222"
CUS-276400,"$2,667"
CUS-1442100,"$3,667"
CUS-1443100,"$3,744"
CUS-1444350,"$5,560"
CUS-1444400,"$5,145"
CUS-1445650,"$4,539"
CUS-1446500,"$9,519"
CUS-1453800,"$1,333"
CUS-1454750,"$10,500"
CUS-1456450,"$6,697"
CUS-1459450,"$4,056"
CUS-1459500,"$3,428"
CUS-1461550,"$1,983"
CUS-1469800,"$2,590"
CUS-1469950,"$1,075"
CUS-1470050,"$2,419"
CUS-1479850,"$2,407"
CUS-1483000,"$1,111"
CUS-1484600,"$26,111"
CUS-1487900,"$3,519"
CUS-1487950,"$1,759"
CUS-1488000,$880
CUS-1488050,$880
CUS-1488100,$259
CUS-1488150,$333
CUS-1488250,$630
CUS-1488300,$259
CUS-1488400,$630
CUS-1488450,$185
CUS-1489550,$185
CUS-1490400,"$2,222"
CUS-1493050,"$3,184"
CUS-1493300,"$6,020"
CUS-1495450,"$24,777"
CUS-1501100,"$10,336"
CUS-1501150,"$12,548"
CUS-1507250,"$3,628"
CUS-1513100,"$1,300"
CUS-1513350,"$7,013"
CUS-1514100,"$1,524"
CUS-1516600,"$1,800"
CUS-1518650,"$2,808"
CUS-1520850,"$2,704"
CUS-1521000,"$1,488"
CUS-1521150,"$3,419"
CUS-1525000,"$10,688"
CUS-1525450,"$5,926"
CUS-1537150,"$3,600"
CUS-1537600,"$5,300"
CUS-1539150,"$1,200"
CUS-1542550,"$5,460"
CUS-1544450,"$1,740"
CUS-1544850,$556
CUS-1549400,"$6,874"
CUS-1551100,"$4,111"
CUS-1559650,"$4,167"
CUS-1560750,"$3,000"
CUS-1562000,"$3,000"
CUS-1566750,"$7,135"
CUS-1575550,"$2,297"
CUS-1577800,$556
CUS-1579750,"$11,407"
CUS-1585050,"$4,632"
CUS-1586700,"$3,272"
CUS-1586750,"$9,722"
CUS-1596650,"$1,111"
CUS-1600250,"$1,158"
CUS-1605450,"$3,907"
CUS-329000,"$15,152"
CUS-470750,"$5,275"
CUS-480100,"$10,780"
CUS-530100,"$3,037"
CUS-627000,"$4,493"
CUS-5604250,"$1,358"
CUS-1437050,"$15,205"
CUS-1446550,"$1,632"
CUS-1454600,"$51,000"
CUS-1457050,"$5,207"
CUS-1460500,"$1,415"
CUS-1461800,"$7,027"
CUS-1467650,"$11,318"
CUS-1474200,"$5,950"
CUS-1478100,"$2,167"
CUS-1479000,"$12,059"
CUS-1482400,"$4,392"
CUS-1484500,"$7,626"
CUS-1485300,"$20,192"
CUS-1488950,"$1,844"
CUS-1489600,"$3,471"
CUS-1494150,"$8,830"
CUS-1494250,"$5,522"
CUS-1521250,"$10,027"
CUS-1535750,"$5,010"
CUS-1538850,"$8,819"
CUS-1558200,$609
CUS-1558250,$749
CUS-1558300,"$1,668"
CUS-1558400,$806
CUS-1558450,"$2,004"
CUS-1558550,"$1,310"
CUS-1558600,$598
CUS-1558650,$856
CUS-1558750,"$1,193"
CUS-1558800,$828
CUS-1558900,"$1,018"
CUS-1558950,$908
CUS-1559600,$675
CUS-1562300,"$2,758"
CUS-1587000,"$6,757"
CUS-1589350,"$3,378"
CUS-1602000,"$1,958"
CUS-1606650,"$1,958"
CUS-1606700,"$1,958"
CUS-1606750,"$1,958"
CUS-1606800,"$1,958"
CUS-1606850,"$1,958"
CUS-533750,"$1,689"
CUS-5607000,$754
CUS-1482700,"$3,003"
CUS-1484050,"$3,250"
CUS-1507850,"$3,105"
CUS-1517150,"$1,200"
CUS-1520400,"$2,500"
CUS-1542450,"$2,500"
CUS-1546750,"$11,000"
CUS-1553850,"$1,420"
CUS-1567200,$500
CUS-1569550,"$2,000"
CUS-1569600,"$1,000"
CUS-1577150,"$2,000"
CUS-1580550,"$5,010"
CUS-1580700,"$1,900"
CUS-1580750,$996
CUS-1585400,$500
CUS-1589800,"$1,000"
CUS-1597000,"$1,000"
CUS-1597050,"$1,000"
CUS-1597100,"$1,000"
CUS-1597150,"$1,000"
CUS-651350,"$2,859"
CUS-5600650,"$1,980"
CUS-5602050,"$1,500"
CUS-672900,"$1,645"
CUS-916650,"$10,671"
CUS-1019500,"$7,744"
